Date	Headline	Stock Difference	True Label	Predicted Label	Correlation
3/27/2019	Boeing sees ‘no reason to overhaul’ its airplane development process as aviation industry converges on Renton, Wash. - The Washington Post	2.32	1	1	0.6419032805049594
3/27/2019	Senator Ted Cruz explains Congress' inquiry into Boeing 737 Max crashes, certification process - CNBC	2.32	1	1	0.4958543571232296
3/27/2019	United 'optimistic' on Boeing 737 MAX software update, wants oversight	2.32	1	0	-0.9389878533010247
3/27/2019	Boeing unveils 737 MAX software fix after fatal crashes	2.32	1	0	-0.7099040439131334
3/27/2019	Boeing confirms it will make safety feature standard on 737 MAX	2.32	1	0	-0.7918600437521018
3/27/2019	U.S. FAA says it has not granted initial approval for Boeing 737 MAX anti-stall upgrade	2.32	1	0	-0.715347362473837
3/27/2019	American Airlines pilots 'optimistic, but cautious' on 737 MAX fix	2.32	1	0	-0.6451961595613606
3/27/2019	Southwest cuts forecast for revenue performance measure after 737 Max groundings	2.32	1	0	-0.7081664227392425
3/27/2019	FAA tells U.S. Senate it would need 10,000 new employees, $1.8 billion to assume all certification	2.32	1	1	0.46365419155626736
3/27/2019	How to guarantee your next flight is on an A380 superjumbo	2.32	1	1	0.7924552429636316
3/27/2019	Boeing, initially defensive, now ‘humbled’ by 737 Max crisis - The Washington Post	2.32	1	1	0.7334547905441698
3/27/2019	Boeing 737 MAX Lessons To Be Learned	2.32	1	0	-0.8799352157147028
3/27/2019	Demystifying Aviation Economics	2.32	1	1	0.7924552429636316
3/27/2019	Boeing should charge for safety	2.32	1	1	0.8463294793498812
3/27/2019	Boeing has launched fixes for its 737 Max plane	2.32	1	0	-0.8170758921325001
3/27/2019	How Boeing's 737 MAX Failed - The Wall Street Journal	2.32	1	0	-0.8621073853830713
3/27/2019	FAA acting administrator grilled over 737 Max crashes	2.32	1	0	-0.7050751869278219
3/27/2019	Congress seeks answers on Boeing 737 Max 8 - live updates	2.32	1	0	-0.777011043497224
3/27/2019	Southwest sees $150 million revenue hit from grounded Boeing 737s	2.32	1	1	0.7567877947263216
3/27/2019	System validating US aircraft is flawed, says senior government official	2.32	1	1	0.8562019483405758
3/27/2019	Boeing announces planned software fix for 737 Max	2.32	1	1	0.7552969313009109
3/27/2019	Boeing just unveiled how it's going to fix the 737 Max that was grounded after 2 fatal crashes in recent months	2.32	1	0	-0.7099040439131334
3/27/2019	Southwest Airlines cuts its forecast after the grounding of Boeing's 737 Max (LUV)	2.32	1	0	-0.679753007343739
3/27/2019	The FAA's acting administrator joked about United's infamous dragging incident in newly public emails (UAL)	2.32	1	1	0.5836336832140133
3/27/2019	NASA says it's committed to Boeing-built rocket after considering alternatives	2.32	1	1	0.6074522432156917
3/27/2019	Boeing prepares to brief pilots and regulators on 737 Max software fix during meeting	2.32	1	0	-0.6690308184109862
3/27/2019	Boeing can regain public trust, but it's running out of time	2.32	1	0	-0.8200035309982269
3/27/2019	Top Analyst Upgrades and Downgrades: American Water, Boeing, Carnival, Chipotle, Kinder Morgan, Palo Alto Networks, Ralph Lauren, Square and More	2.32	1	1	0.40742140527546594
3/27/2019	Boeing to release a fix for 737 Max jets Wednesday. Here's everything we know	2.32	1	0	-0.7598504026512932
3/27/2019	Here are the biggest analyst calls of the day: Boeing, Chipotle, Papa John's, Square & more	2.32	1	1	0.5349148160293548
3/27/2019	Dow futures lower | 737 Max jet emergency lands | Economic optimism dips: CNBC survey	2.32	1	1	0.5132407452100671
3/27/2019	Boeing, Lockheed lead government contract spending	2.32	1	1	0.8906529856298437
3/27/2019	Southwest Airlines takes financial hit from Boeing 737 Max 8 grounding	2.32	1	0	-0.743401830013419
3/27/2019	CNN10 - 3/28/19	2.32	1	1	0.7730320438666494
3/27/2019	Citi resumes coverage of Boeing at Buy	2.32	1	0	-0.6892130226652193
3/27/2019	Boeing, Capitol Hill shine spotlight on 737 MAX	2.32	1	0	-0.8717193417468092
3/27/2019	Boeing jumps after unveiling 737 MAX fix, safety audits show no added concerns	2.32	1	1	0.5995895996406477
3/27/2019	Three breakfast reads	2.32	1	1	0.9393718528145023
3/27/2019	FAA says not yet granted initial OK for Boeing 737 MAX anti-stall upgrade	2.32	1	0	-0.7895829097374718
3/27/2019	Stocks open slightly higher, Treasury yields tumble	2.32	1	1	1.0
3/27/2019	Boeing will release a fix for 737 Max jets Wednesday. Here's everything we know	2.32	1	0	-0.7598504026512932
3/27/2019	In wake of Boeing 737 Max crashes, FAA to improve air-safety oversight by this summer	2.32	1	0	-0.7146085862830346
3/27/2019	Boeing unveils 737 Max fixes, says planes are safer	2.32	1	0	-0.7998623443629197
3/27/2019	Southwest says 737 Max grounding is cutting into its profit margin	2.32	1	1	0.8840067530028418
3/27/2019	As Trump and Xi chew over a trade deal, China buys 300 Airbus planes	2.32	1	1	0.4866384712595181
3/27/2019	Wall Street Breakfast: Boeing, Capitol Hill Shine Spotlight On 737 MAX	2.32	1	0	-0.7996448520107248
3/27/2019	The 15 best airports in the world: Ranked	2.32	1	1	0.7805459629627922
3/27/2019	EXPLAINER-Boeing 737 MAX: What to expect at Capitol Hill, Boeing meetings	2.32	1	0	-0.6404577529843007
3/27/2019	United 'optimistic' on Boeing 737 MAX software update, wants oversight	2.32	1	0	-0.9389878533010247
3/27/2019	Boeing confirms it will make safety feature standard on 737 MAX	2.32	1	0	-0.7918600437521018
3/27/2019	UPDATE 1-U.S. FAA says it has not granted initial approval for Boeing 737 MAX anti-stall upgrade	2.32	1	0	-0.715347362473837
3/27/2019	U.S. transport chief: 'Questionable' why some Boeing safety features not required	2.32	1	1	0.8225109193482031
3/27/2019	U.S. FAA says it has not granted initial approval for Boeing 737 MAX anti-stall upgrade	2.32	1	0	-0.715347362473837
3/27/2019	UPDATE 1-Boeing to make safety feature standard on 737 MAX	2.32	1	0	-0.8687405116700553
3/27/2019	American Airlines pilots 'optimistic, but cautious' on 737 MAX fix	2.32	1	0	-0.6451961595613606
3/27/2019	PRESS DIGEST- Financial Times - March 27	2.32	1	1	0.7979927428148372
3/27/2019	FAA tells U.S. Senate it would need 10,000 new employees, $1.8 bln to assume all certification	2.32	1	1	0.46365419155626736
3/27/2019	US STOCKS-Wall St set to open flat as global growth fears persist	2.32	1	1	0.7318270957781338
3/27/2019	US STOCKS-Futures edge lower as growth worries linger	2.32	1	1	0.7955738011550781
3/27/2019	PRESS DIGEST - Wall Street Journal - March 27	2.32	1	1	0.8661348090964779
3/27/2019	FAA to revamp aircraft construction oversight, official says	2.32	1	1	0.810601639347364
3/27/2019	Boeing unveils software upgrade for 737 MAX	2.32	1	0	-0.8913114393961348
3/27/2019	Boeing offers sympathies, unveils 737 MAX software fix	2.32	1	0	-0.8878171802601612
3/27/2019	FAA to revamp aircraft construction oversight, official says	2.32	1	1	0.810601639347364
3/27/2019	FAA, Boeing's 737 Max to face heat in Congress Wednesday as plane-maker outlines software fix	2.32	1	0	-0.6306315403757581
3/27/2019	Stocks making the biggest moves premarket: Boeing, Southwest, Novartis, Apple, Amazon & more	2.32	1	0	-0.7491778795206169
3/27/2019	The FAA is reportedly planning to rewrite the rules for airline safety, after scrutiny for letting Boeing partly regulate itself	2.32	1	0	-0.710820431750963
3/27/2019	Boeing unveils 737 Max fixes, says planes are safer	2.32	1	0	-0.7998623443629197
3/27/2019	Southwest trims first-quarter outlook after 737 Max groundings	2.32	1	0	-0.8461762224211191
3/27/2019	FAA tells U.S. Senate it would need 10,000 new employees, $1.8 billion to assume all certification	2.32	1	1	0.46365419155626736
3/27/2019	Boeing CEO writes open letter to Ethiopian Airlines	2.32	1	0	-0.8229810225847043
3/27/2019	US airman relaxes in Strike Eagle fighter jet at it flies at 575mph just 500ft above ground	2.32	1	1	0.353547168889216
3/27/2019	The Daily 202: Trump faces many obstacles if he’s serious about trying to make Republicans ‘the party of health care’	2.32	1	1	0.644261830399511
3/29/2019	In Ethiopia Crash, Faulty Sensors on Boeing 737 Max Are Suspected	4.9	1	0	-0.6928439733956193
3/29/2019	TUI sticks with Boeing, sees 737 MAXs flying by mid-July	4.9	1	1	0.8047154150172572
3/29/2019	Investigators are close to confirming the lead theory about why the Ethiopian Airlines 737 Max crashed, report claims	4.9	1	1	0.4118501723508756
3/29/2019	American Airlines suspends flights to Venezuela as the country grapples with growing political unrest	4.9	1	1	0.681131809348538
3/29/2019	A U.S. Lawsuit Targets Boeing Over the Deadly Ethiopian Airlines Crash	4.9	1	0	-0.7699487950266714
3/29/2019	Ride-Share Service Lyft Jumps 21% On First Day of Stock Trading	4.9	1	1	0.7924552429636316
3/29/2019	Anti-Stall System Switched on Before Ethiopian Airlines Boeing 737 MAX Crash: Report	4.9	1	0	-0.7020391318828415
3/29/2019	Anti-stall system was activated before Boeing 737 crash: Sources	4.9	1	0	-0.7374754934717617
3/29/2019	WATCH: Software glitch indicated in Boeing crash: Report	4.9	1	0	-0.8467572080076513
3/29/2019	Investigators believe Boeing anti-stall system was activated in Ethiopian crash: Report	4.9	1	0	-0.7102503089458473
3/29/2019	The Wall Street Journal: Investigators says Boeing 737 MAX stall-prevention feature activated in Ethiopian crash	4.9	1	0	-0.7256399306193324
3/29/2019	Boeing anti-stall system 'caused Ethiopia crash'	4.9	1	0	-0.7333106668795071
3/29/2019	Boeing 737 Stall-Prevention System Reportedly Activated in Crash	4.9	1	0	-0.8406692194283865
3/29/2019	Travel Giant TUI Says Boeing 737 Grounding to Cost $225 Million	4.9	1	0	-0.7075814744154584
3/29/2019	No call for simulators in new Boeing 737 MAX training proposals	4.9	1	0	-0.8170758921325001
3/29/2019	Factbox: Airlines set out cost after Boeing plane grounded	4.9	1	0	-0.7225982507073719
3/29/2019	Regulators knew before crashes that 737 MAX trim control was confusing in some conditions: document	4.9	1	0	-0.5785376797477974
3/29/2019	Anti-stall system active before Ethiopian 737 MAX crash: sources	4.9	1	0	-0.7012484932652814
3/29/2019	737 grounding will cost Europe's biggest tour company at least $225 million	4.9	1	0	-0.5241322179401833
3/29/2019	Tui warn over profits after 737 Max grounding	4.9	1	0	-0.9164235640520886
3/29/2019	Boeing's Tentative Agreement With The FAA Could Move Its Stock Higher	4.9	1	1	0.7769106103549912
3/29/2019	Ahead In April: Start Of Q1 Earnings, Jobs Report, Ongoing U.S-China Dispute	4.9	1	1	0.673617890252395
3/29/2019	Boeing Ethiopia crash probe 'finds anti-stall device activated'	4.9	1	0	-0.5952165038476815
3/29/2019	Tui travel firm warns Boeing grounding to hit profits	4.9	1	1	0.8906529856298437
3/29/2019	The Morning Rundown: Today's top headlines	4.9	1	1	1.0
3/29/2019	Black box data indicates anti-stall system a factor in deadly crash	4.9	1	0	-0.515265213147414
3/29/2019	A warning on Tom Cotton and the China new cold war	4.9	1	1	0.7417599565340357
3/29/2019	AstraZeneca leads FTSE fallers after share issue	4.9	1	1	0.7318270957781338
3/29/2019	Stocks to watch: AstraZeneca, Tui, H&M, Auto Trader	4.9	1	1	0.8562019483405758
3/29/2019	The Final Minutes of Ethiopian Airlines' Doomed Boeing 737 MAX - The Wall Street Journal	4.9	1	0	-0.6952099870493097
3/29/2019	Automatic anti-stall system activated before Ethiopian Airlines crash: report	4.9	1	0	-0.6201511373681224
3/29/2019	5 things to know for March 29: Boeing crash, Trump rally, Brexit, Venezuela, Facebook	4.9	1	0	-0.6575767352849112
3/29/2019	Shanahan's efforts to reopen Niger probe surprise military officials	4.9	1	1	0.9243440146222166
3/29/2019	Mysterious odor forces emergency landing of United flight	4.9	1	0	-0.8002630270956789
3/29/2019	Ethiopian Airlines Crash Likely Due to Problematic Boeing 737 Max 8 Safety Feature, Say Investigators	4.9	1	0	-0.6647381745775274
3/29/2019	Challenges Ahead for the Satellite Startup Industry	4.9	1	1	0.8118784420606135
3/29/2019	Anti-stall system activated in Ethiopian crash - investigators	4.9	1	0	-0.8039015978032986
3/29/2019	U.S. stocks waver, but hold onto gains	4.9	1	1	0.8562019483405758
3/29/2019	Seattle, We Have A Problem - Initiating Coverage On The Boeing Company	4.9	1	0	-0.8186074486023825
3/29/2019	Several United passengers had to be taken to the hospital after the plane made an emergency landing because of a strong odor in the cabin (UAL)	4.9	1	0	-0.6187264216055504
3/29/2019	Wall Street Breakfast: Lyft Begins Trade After Pricing IPO At Top Of Range	4.9	1	1	0.7393410148742767
3/29/2019	UPDATE 1-Sriwijaya Air cancels plan to lease 2 Boeing 737 MAX jets	4.9	1	0	-0.8025502886602288
3/29/2019	Indonesia's Sriwijaya cancels plan to lease 2 Boeing 737 MAX jets	4.9	1	0	-0.8586974895970464
3/29/2019	INSIGHT-Regulators knew before crashes that 737 MAX trim control was confusing in some conditions - document	4.9	1	0	-0.5785376797477974
3/29/2019	INSIGHT-Regulators knew before crashes that 737 MAX trim control was confusing in some conditions - document	4.9	1	0	-0.5785376797477974
3/29/2019	Investigators believe anti-stall system activated in Ethiopian crash - WSJ	4.9	1	0	-0.7378819245075577
3/29/2019	UPDATE 1-Investigators believe anti-stall system activated in Ethiopian crash - WSJ	4.9	1	0	-0.7378819245075577
3/29/2019	TUI sticks with Boeing, sees 737 MAXs flying by mid-July	4.9	1	1	0.8047154150172572
3/29/2019	Anti-stall system active before Ethiopian 737 MAX crash -sources	4.9	1	0	-0.7012484932652814
3/29/2019	Report: Anti-stall system was on before Ethiopian jet crash	4.9	1	0	-0.8115094923204995
3/29/2019	Markets Right Now: Stocks up broadly; Lyft soars 8.7 percent	4.9	1	1	0.9243440146222166
3/29/2019	Regulators knew before crashes that 737 MAX trim control was confusing in some conditions - document	4.9	1	0	-0.5785376797477974
3/29/2019	Boeing anti-stall system fitted to Ethiopia Airlines jet 'WAS activated before crash'	4.9	1	0	-0.5768527490023305
3/29/2019	BlackBerry Limited (BB) CEO John Chen on Q4 2019 Results - Earnings Call Transcript	4.9	1	1	0.5048591396447831
3/29/2019	The Price Boeing Is Paying	4.9	1	0	-0.9723683844382894
3/29/2019	The Barking Dow Dogs: IBM Tops Again By Yield, UnitedHealth Tops By Broker Targets For April	4.9	1	1	0.4418724425647338
3/29/2019	Report: Anti-stall system was on before Ethiopian jet crash	4.9	1	0	-0.8115094923204995
3/29/2019	Stocks making the biggest moves premarket: CarMax, BlackBerry, GM, Wells Fargo & more	4.9	1	1	0.6367479113033682
3/29/2019	Odor in cabin diverts DC-area flight bound for San Francisco	4.9	1	1	0.44550779517253486
3/29/2019	Travel giant TUI says Boeing 737 grounding to cost $225 million	4.9	1	0	-0.7075814744154584
3/29/2019	Boeing 737 MAX stall-prevention system reportedly activated in Ethiopian crash	4.9	1	0	-0.7958872722503019
3/29/2019	WSJ report: Anti-stall system activated before Ethiopian Airlines crash	4.9	1	0	-0.7052474792539695
3/29/2019	Data Sheet—Why the Satellite Market Is Getting So Overcrowded	4.9	1	1	0.8562019483405758
3/29/2019	Boeing Probe, Lyft IPO, Not-Brexit Day: CEO Daily for March 29, 2019	4.9	1	1	0.5274612886984192
3/29/2019	Travel operator TUI issues profit warning over 737 grounding	4.9	1	0	-0.9666194688627352
3/29/2019	Travel operator TUI issues profit warning over 737 grounding	4.9	1	0	-0.9666194688627352
3/29/2019	Investigators believe anti-stall system activated in Ethiopian crash - WSJ	4.9	1	0	-0.7378819245075577
3/29/2019	Anti-stall system active before Ethiopian 737 MAX crash - sources	4.9	1	0	-0.7012484932652814
3/29/2019	Investigators believe anti-stall system activated in Ethiopian crash - WSJ	4.9	1	0	-0.7378819245075577
3/29/2019	Investigators Believe Boeing 737 MAX Stall-Prevention Feature Activated in Ethiopian Crash	4.9	1	0	-0.6596202573235914
3/29/2019	Trump declares 'Russia hoax' dead, rips Democrats and FBI at Michigan rally as he eyes 2020	4.9	1	1	0.36857500708150187
3/29/2019	No call for simulators in new Boeing 737 MAX training proposals	4.9	1	0	-0.8170758921325001
3/29/2019	Regulators knew before crashes that 737 MAX trim control was confusing in some conditions: document	4.9	1	0	-0.5785376797477974
3/29/2019	Investigators believe anti-stall system activated in Ethiopian crash: WSJ	4.9	1	0	-0.7378819245075577
3/29/2019	Investigators believe anti-stall system activated in Ethiopian crash: WSJ	4.9	1	0	-0.7378819245075577
3/29/2019	Financial pressure mounts to fix Boeing's troubled jetliner	4.9	1	1	0.847471618296391
3/29/2019	Boeing 737 MAX crash: Anti-stall system reportedly activated in Ethiopian Airlines tragedy	4.9	1	0	-0.6944312373656407
3/29/2019	Investigators reportedly believe Boeing 737 Max anti-stall system activated before Ethiopia crash	4.9	1	0	-0.6110071001938547
4/1/2019	Airline industry treats sexual assaults in the skies like an inconvenience, not a crime	5.74	1	1	0.7048899775850088
4/1/2019	Boeing Software Fix for 737 Max Jets Needs More Time, the F.A.A. Says	5.74	1	0	-0.8401407663552714
4/1/2019	Ethiopian Air Report on Boeing Plane Crash to Be Released Monday	5.74	1	0	-0.7718717641922744
4/1/2019	U.S. FAA says it expects to receive Boeing software fix over the 'coming weeks'	5.74	1	1	0.7623373998761807
4/1/2019	Norwegian Air CEO to visit Boeing, discuss MAX aircraft grounding	5.74	1	0	-0.7125151073064605
4/1/2019	Ethiopian crash could be largest non-war aviation reinsurance claim: Willis Re	5.74	1	0	-0.6440858455270484
4/1/2019	FAA: Boeing 737 MAX planes to stay grounded	5.74	1	0	-0.8902571447883401
4/1/2019	Americans still don't trust self-driving cars, Reuters/Ipsos poll finds	5.74	1	1	0.6592896685917969
4/1/2019	Ethiopia set to release report on fatal Boeing 737 Max crash	5.74	1	0	-0.7659498090379833
4/1/2019	Sutherland, Parel head to Monday finish at Fallen Oak	5.74	1	1	0.7955738011550781
4/1/2019	FirstFT: Today’s top stories	5.74	1	1	0.9318579337183595
4/1/2019	Extent of Sackler family's role in opioid crisis revealed in damning lawsuits	5.74	1	1	0.709285338489705
4/1/2019	Airlines retreat after easyJet Brexit warning	5.74	1	1	0.7516928172899378
4/1/2019	For want of a quorum, America's jobs are being lost	5.74	1	1	0.7362224566828299
4/1/2019	Boeing's fix for 737 MAX will take additional weeks	5.74	1	1	0.7552969313009109
4/1/2019	Why Your Flight Could Be Delayed Today	5.74	1	1	0.7468549339704195
4/1/2019	Boeing needs more time for fix - FAA	5.74	1	1	0.8256898693048572
4/1/2019	Sutherland, Parel head to Monday finish at Fallen Oak	5.74	1	1	0.7955738011550781
4/1/2019	The FAA expects Boeing to come up with new software to fix the grounded 737 MAX in a matter of weeks (BA)	5.74	1	1	0.6412491754426388
4/1/2019	Boeing to submit final fix for its 737 Max to FAA in 'coming weeks'	5.74	1	1	0.6640963133144873
4/1/2019	Boeing 737 MAX flights to remain banned in Saudi for near future - minister	5.74	1	1	0.690408086977457
4/1/2019	Norwegian Air CEO to visit Boeing, discuss MAX aircraft grounding	5.74	1	0	-0.7125151073064605
4/1/2019	Ethiopian crash could be largest non-war aviation reinsurance claim-Willis Re	5.74	1	0	-0.6440858455270484
4/1/2019	UPDATE 1-Ethiopian crash could be largest non-war aviation reinsurance claim -Willis Re	5.74	1	0	-0.6440858455270484
4/1/2019	PRESS DIGEST - Canada - April 1	5.74	1	1	0.8249298610079622
4/1/2019	PRESS DIGEST - Wall Street Journal - April 1	5.74	1	1	0.8855580081934599
4/1/2019	FAA: Boeing 737 Max upgrades expected within weeks – but 'time is needed' for a 'rigorous' review	5.74	1	0	-0.6902158774433875
4/1/2019	Wall Street Breakfast: China Factory Rebound Propels Equities	5.74	1	1	0.7523924338216254
4/1/2019	Boeing Needs More Time to Assess 737 Max Software Fix, FAA Says	5.74	1	1	0.7615340476838045
4/1/2019	FAA expects Boeing update for troubled jet 'in coming weeks'	5.74	1	1	0.7687091800258141
4/1/2019	Business Highlights	5.74	1	1	0.9393718528145023
4/1/2019	Boeing to submit final 737 Max fix for FAA review in 'coming weeks'	5.74	1	1	0.6640963133144873
4/1/2019	Dow set for gains | Kellogg nears deal with Ferrero | Bezos' phone data	5.74	1	1	0.5468240960301939
4/1/2019	U.S. FAA says it expects to receive Boeing software fix over the 'coming weeks'	5.74	1	1	0.7623373998761807
4/1/2019	Boeing 737 MAX flights to remain banned in Saudi for near future: minister	5.74	1	1	0.690408086977457
4/1/2019	The Daily 202: Antitrust is all the rage. Monopolies and mergers emerge as major issues in the Democratic primaries.	5.74	1	1	0.48180058793999997
4/1/2019	American States Water: Dividend King, Does That Make It A Buy?	5.74	1	1	0.7424595730657233
4/1/2019	BC-GLF--PGA Tour Champions,1st Ld-Writethru	5.74	1	1	0.7574874112580092
4/1/2019	BC-GLF--PGA Tour Champions,1st Ld-Writethru	5.74	1	1	0.7574874112580092
4/1/2019	BC-GLF--PGA Tour Champions,1st Ld-Writethru	5.74	1	1	0.7574874112580092
4/1/2019	Preliminary report due today on 737 MAX crash in Ethiopia	5.74	1	0	-0.7954085727048087
4/1/2019	FAA expects Boeing update for troubled jet 'in coming weeks'	5.74	1	1	0.7687091800258141
4/1/2019	Sutherland, Parel head to Monday finish at Fallen Oak	5.74	1	1	0.7955738011550781
4/1/2019	My Dividend Growth Portfolio: Q1 2019 Summary	5.74	1	1	0.8756251474375579
4/1/2019	The Best Dividend Stocks To Buy In April	5.74	1	1	0.7543688530665624
4/1/2019	Ethiopia set to release preliminary report into cause of Boeing 737 MAX crash	5.74	1	1	0.7509015703962147
4/1/2019	3 bodies found in plane crash that killed Russian tycoon	5.74	1	1	0.8118784420606135
4/1/2019	Boeing 737 MAX flights to remain banned in Saudi for near future: minister	5.74	1	1	0.690408086977457
4/1/2019	U.S. FAA says it expects to receive Boeing software fix over 'coming weeks'	5.74	1	1	0.7623373998761807
4/1/2019	U.S. FAA says it expects to receive Boeing software fix over 'coming weeks'	5.74	1	1	0.7623373998761807
4/1/2019	Ethiopia set to release preliminary report into cause of Boeing 737 MAX crash	5.74	1	1	0.7509015703962147
4/1/2019	Ethiopia set to release preliminary report into cause of Boeing 737 MAX crash	5.74	1	1	0.7509015703962147
4/1/2019	PRESS DIGEST - Wall Street Journal - April 1	5.74	1	1	0.8855580081934599
4/1/2019	Americans still don't trust self-driving cars, Reuters/Ipsos poll finds	5.74	1	1	0.6592896685917969
4/2/2019	Boeing Fix for 737 Max Software Is Delayed	2.25	1	1	0.7628108503970539
4/2/2019	Boeing is ramping up inspections after the US Air Force rejected its new KC-46 tanker planes again (BA)	2.25	1	1	0.6291111633772822
4/2/2019	10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, LYFT, BA)	2.25	1	1	0.6974364502540733
4/2/2019	Boeing Whistle-Blower Claims to Be Investigated by Senate Committee	2.25	1	1	0.6799153984004959
4/2/2019	Between Two Boeing Crashes, Days of Silence and Mistrust	2.25	1	1	0.7144407076912964
4/2/2019	Between Two Deadly Crashes, Boeing Moved Haltingly to Make 737 MAX Fixes - The Wall Street Journal	2.25	1	1	0.6621941660710826
4/2/2019	Man gets whole plane to himself on flight to Italy - Fox News	2.25	1	1	0.8218113028165155
4/2/2019	Lithuanian man gets rare experience of flying alone on commercial flight to Italy - Fox News	2.25	1	1	0.5567569567860957
4/2/2019	letter: Fallback for Airline Pilots	2.25	1	1	0.8193923611567563
4/2/2019	Singapore Airlines grounds two 787-10s citing Rolls-Royce engine problem	2.25	1	1	0.7046449887667964
4/2/2019	Exclusive: Airbus China order padded by old or incomplete deals - sources	2.25	1	1	0.7215628689038335
4/2/2019	U.S. core capital goods orders slip in February, shipments unchanged	2.25	1	1	0.8087598838691668
4/2/2019	Asian shares rise to seven-month high on U.S., China manufacturing rebound	2.25	1	1	0.8947429659511201
4/2/2019	What a stand-up airplane seat feels like	2.25	1	1	0.868111228341415
4/2/2019	Daimler CEO: Boeing safety debate highlights challenge for autonomous tech	2.25	1	1	0.6188447288001763
4/2/2019	Boeing's Changed Trajectory (Podcast)	2.25	1	1	0.8981669047259867
4/2/2019	Changes Should Send Boeing 737 MAX Back To The Skies	2.25	1	1	0.7896875768249715
4/2/2019	Tracking How Far They Fell: March 2019 Edition	2.25	1	1	0.7318270957781338
4/2/2019	Market Pulse Signal: Trend Turns Positive As Concerns Persist	2.25	1	1	0.8787437056290047
4/2/2019	These two tech glitches grounded planes nationwide. How worried should we be? - The Washington Post	2.25	1	1	0.8712297865328618
4/2/2019	FirstFT: Today’s top stories	2.25	1	1	0.9318579337183595
4/2/2019	Stocks to watch: Rolls-Royce, AstraZeneca, Diageo, Fevertree	2.25	1	1	0.7955738011550781
4/2/2019	Stocks making the biggest moves premarket: Boeing, Wells Fargo, Lyft, Nio, Disney & more	2.25	1	1	0.7618827721627054
4/2/2019	Luckiest traveler ever? Man gets entire 188-passenger airplane to himself on flight to Italy	2.25	1	1	0.626175825780986
4/2/2019	Senate investigating whistleblowers' claims that government safety inspectors who approved Boeing's 737 Max plane lacked sufficient training (BA)	2.25	1	1	0.7533205120559738
4/2/2019	Tesla sales; Walgreens earnings; Boeing delay	2.25	1	1	0.830024838444346
4/2/2019	US Air Force again halts delivery of Boeing refueling plane over debris found onboard	2.25	1	1	0.6160597444299334
4/2/2019	Singapore Airlines Grounds Two Boeing Planes for Engine Issue - Bloomberg	2.25	1	1	0.737424987394547
4/2/2019	10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, LYFT, BA)	2.25	1	1	0.6974364502540733
4/2/2019	Whistleblowers claims on aviation safety, certification eyed by Senate panel	2.25	1	1	0.7124642884463591
4/2/2019	More Trent engine issues for Rolls-Royce	2.25	1	1	0.897467288194299
4/2/2019	Whistleblower claims on aviation safety, certification eyed by Senate panel	2.25	1	1	0.7124642884463591
4/2/2019	Air Force again halts Boeing KC-46 deliveries over debris problem	2.25	1	1	0.6191783026213802
4/2/2019	PE-backed ACS recruits Moran as chief HR officer	2.25	1	1	0.7424595730657233
4/2/2019	U.S. Air Force again halts deliveries of Boeing KC-46 tanker aircraft	2.25	1	1	0.6116643835252372
4/2/2019	Brazil's Gol will not cancel Boeing 737 MAX orders -report	2.25	1	1	0.7984782986343638
4/2/2019	Senate panel reviewing whistleblower claims on aviation safety - panel chair Wicker	2.25	1	1	0.832443780104105
4/2/2019	Air Canada removes Boeing's 737 MAX from schedule until July	2.25	1	1	0.757472260600312
4/2/2019	UPDATE 1-Brazil's Gol will not cancel Boeing 737 MAX orders -newspaper	2.25	1	1	0.7984782986343638
4/2/2019	Singapore Airlines grounds two 787-10s after inspections of Rolls-Royce Trent 1000 TEN engines	2.25	1	1	0.638479341730093
4/2/2019	PRESS DIGEST- Financial Times - April 2	2.25	1	1	0.8174159419118192
4/2/2019	UPDATE 1-Delta Air Lines expects first-quarter profit above Wall Street estimates	2.25	1	1	0.6319986129868417
4/2/2019	Embraer in 'advanced' talks to sell military plane to Portugal -executive	2.25	1	1	0.7955738011550781
4/2/2019	PRESS DIGEST- New York Times business news - April 2	2.25	1	1	0.8249298610079622
4/2/2019	PRESS DIGEST - Wall Street Journal - April 2	2.25	1	1	0.8855580081934599
4/2/2019	UPDATE 1-European stocks' rally stalls, Brexit impasse weighs	2.25	1	1	0.8780440890973169
4/2/2019	GLOBAL MARKETS-Manufacturing rebound lifts Asian shares to 7-month highs	2.25	1	1	0.8816915470037716
4/2/2019	WRAPUP 2-U.S. manufacturing sector stabilizing, challenges remain	2.25	1	1	0.9318579337183595
4/2/2019	EMERGING MARKETS-Latam stocks' winning streak ends as some investors cash out	2.25	1	1	0.7424595730657233
4/2/2019	Boeing, FAA say more time needed for fix of troubled 737 Max	2.25	1	0	-0.7914100578425869
4/2/2019	Singapore carrier grounds 2 Boeing 787-10 jets after checks	2.25	1	1	0.6780253564557447
4/2/2019	Senate committee to investigate FAA safety inspectors	2.25	1	1	0.8961904854810494
4/2/2019	Business Highlights	2.25	1	1	0.9393718528145023
4/2/2019	Technical Tuesday - Are We Moving Up To A New Range?	2.25	1	0	-0.9351100383255297
4/2/2019	Senate panel probes whistleblower claims of poor FAA training on Boeing 737 Max approval process	2.25	1	1	0.7615340476838045
4/2/2019	US core capital goods, durable goods orders drop in February	2.25	1	1	0.6724757513058855
